clarity_average,contribution_average,evidence_average,motivation_average,originality_average,relatedwork_average,relevance_average,clarity_num,contribution_num,evidence_num,motivation_num,originality_num,relatedwork_num,relevance_num,score_total
0.999852657,0.666616008,0.000308503,0.999914765,0.333347351,0,0,1,3,5,2,3,0,0,4
0.473258747,0.999921083,0.333898831,0.999922037,0.99998349,0.999954343,0.999902725,4,1,3,1,2,1,1,4
0.32624973,0.500051536,0.196813671,0.051871527,0.317619952,8.77E-05,0.06287951,11,2,16,2,12,1,1,3
9.66E-05,0.810725747,0.506911183,0.999919653,0.400004595,0.205048163,0.999893427,1,10,14,1,5,3,1,9
0.111166182,0.400011233,0.187658109,0.596658366,0.962101817,4.11E-05,0.970799983,9,5,7,5,1,1,1,7
3.68E-05,0,0.499996839,0.976820946,0.994228959,0,0.999897838,2,0,2,1,1,0,1,7
0.254376952,0.746325465,2.33E-05,0.417160332,0.677578154,0.628999978,0.250386053,4,5,2,1,3,2,4,5
0.000622564,3.53E-05,0.073283751,0.001517111,0.200019925,0,0.999630213,7,1,5,1,5,0,1,4
0.036325933,0.999917308,0.506904447,0.499999628,0.428574575,0,0.917218089,8,3,4,2,7,0,2,6
0.001966272,0.625280117,0.179728639,0.537585496,0.291933601,4.85E-05,0.999905944,24,8,11,5,9,5,1,4
0.000116765,0.856978913,0.143239878,0.007554885,0.900086254,0,0.996628821,5,7,7,1,2,0,1,4
0.457155601,0.499952434,0.499459855,0.999925494,0.49993782,0,0,4,2,2,1,2,0,0,4
0.401421725,0.572616637,0.250543397,0.999915838,0.61753176,0.500002534,0,5,1,4,2,4,2,0,6
1.25E-05,0.001765053,2.02E-05,0.999655217,0.576094475,0,0.999908328,2,2,1,2,7,0,1,5
0.191916688,0,0.161984883,6.80E-05,0.999960423,0.493405149,0,10,0,7,1,1,2,0,4
1.27E-05,0.999161005,0.749978483,0.999920905,0.472522123,0,0,2,3,4,2,4,0,0,7
0.000701061,3.54E-05,0.597889731,0.001025846,0.044717183,0,0,1,1,5,1,4,0,0,5
1.24E-05,0.006586174,0.130231317,0.021460471,0.000502748,0,0,2,3,5,3,8,0,0,4
0.163119794,0.499535072,0.272555148,0.749931315,0.392119121,0.999952674,0.338795589,5,8,13,4,15,1,3,6
0.419024697,0.422907682,0.090446185,0.666631893,0.391327168,0.251225313,0.59420681,3,8,11,3,10,3,1,4
1.12E-05,0.997594953,1.98E-05,0.999880552,0.998718043,0,0,1,2,1,1,3,0,0,7
0.250001554,0.177540814,0.499860922,0.999661207,0.666258751,0,0,4,3,4,2,3,0,0,4
0.204657384,3.87E-05,0.338632753,0.000263777,0.331769611,0.027859332,0,2,1,3,1,3,1,0,4
0.008906963,0.26825348,0.094967974,0.696768008,0.215113717,0.2070306,0.999910831,10,4,12,3,9,3,1,2
0.199989033,0.692517697,0.020596002,0.586521417,0.624790518,0,0,5,7,3,2,8,0,0,5
1.20E-05,0.999852061,2.39E-05,8.41E-05,3.49E-05,6.85E-05,0.000412402,5,1,2,2,2,1,1,4
0.090125501,0.750289015,0.000109068,0.998583575,0.666662008,3.56E-05,0,9,4,2,3,3,1,0,5
0,0.548438415,0,0.999901175,0.999929786,0,0.999019265,0,2,0,1,1,0,1,7
1.76E-05,0.332047675,0.303549683,8.72E-05,0.332770577,5.01E-05,0.420306209,3,3,8,1,6,1,2,4
0.000695361,0.499575008,0.395010078,0.999928236,0.999980688,0.000736356,0.000505222,8,2,5,1,2,1,1,5
0.756469895,0.499896516,0.431197362,0.996168673,0.038972785,0,0,3,2,2,1,4,0,0,5
0.012660044,0.997941077,3.21E-05,0.999903202,0.985325158,0,0,3,1,5,1,1,0,0,5
0.034803525,0.782271768,0.199954585,0.999787867,0.489415901,0,0.666722563,1,6,5,2,8,0,3,6
0.500002549,0,0.464139356,0.999766141,0.999576986,0,0,2,0,5,2,2,0,0,7
0.749965707,0.620307955,0.125505074,0.00022745,0.308899952,0.990345895,0.610401294,4,6,8,2,8,1,3,6
0.125135316,0.237902819,0.164455626,0.999927282,3.42E-05,0.109026393,0,8,9,12,1,3,3,0,5
0.271330801,0.661630733,0.312680715,0.99985081,0.998222649,0.49137798,0.999909639,8,6,15,2,2,3,1,5
0.798451744,0.333571919,0.176667747,0.55828456,0.400005907,0,0,5,3,4,3,5,0,0,6
0.088895448,0.249776934,0.082172457,0.599029766,0.4999944,0.999927998,0.999896288,10,4,10,5,6,1,1,4
0.000138381,0.997370253,0.047728085,0.211246704,0.666648846,0,0,6,6,9,3,3,0,0,5
0.857128383,0.9998828,0.37443323,0.749912159,0.667844762,0.897875524,0.999771595,7,7,9,4,8,5,2,9
0.666421829,0.868440866,0.153301738,0.999012947,0.276038832,0,0.420281857,3,2,7,1,4,0,1,6
0.318187203,0.337195336,0.201259577,0.000202604,0.199935326,0,0,3,3,5,1,5,0,0,3
1.99E-05,3.65E-05,0.399910391,0.999917924,0.458330136,0.999757469,0.000708219,4,3,5,2,2,1,2,5
0,0.06692434,3.25E-05,0.999936819,0.246134414,0,0,0,4,1,1,4,0,0,6
0.200022069,0.642094752,0.379365654,0.999931693,0.666546042,0.816404223,0.999907732,5,11,16,1,6,1,2,7
0.351232249,0.677507058,0.647911409,0.490664598,0.667113497,0.101188459,0,8,6,16,6,12,3,0,7
3.96E-05,0.672659245,0.073448515,0.999808371,0.261276327,3.90E-05,0.583196241,29,36,37,1,15,3,7,7
0.001139221,0.377028137,0.005739636,0.500016659,0.66564402,0,0,14,16,9,2,2,0,0,6
0.333423455,0.756106233,0.66662733,0.999907136,0.585725641,0,0,6,5,3,1,4,0,0,7
0.377954958,0.999834071,0.288490484,0.500126923,0.714804394,0.505226178,0.999855399,8,6,14,2,8,2,1,6
0.002259689,0.077195916,0.200997841,0.000105049,0.168818788,0,0,5,6,10,1,6,0,0,5
0.400000274,0.999737978,0.33333933,0.999930024,0.666624798,0,0,5,2,3,1,3,0,0,9
6.41E-05,0.499995575,0.000472216,8.98E-05,0.400089616,0,0,8,4,6,1,5,0,0,7
0.000715684,0.998241246,0.487516368,0.999928176,0.260042712,5.29E-05,0.000321222,10,3,5,2,10,1,1,6
0.111039138,0.787976112,0.200797602,0.499995656,0.356984838,5.41E-05,0,9,4,5,2,9,1,0,5
2.39E-05,0.640330639,0.120543829,0.999894857,0.296173286,5.60E-05,0,5,5,4,2,4,2,0,4
0.240368684,0.333517845,0.150384218,0.499115221,0.115338448,0.00058418,0,8,3,10,2,9,3,0,4
0.331170352,0.499966679,2.16E-05,0.000113466,0.221908722,0,0,3,2,2,1,3,0,0,3
0.005659224,0.400001179,0.14436656,0.999929667,0.256013807,4.50E-05,0.081615388,7,5,7,1,4,1,1,3
0.99998045,0.000783457,0.334911471,0.999028921,2.15E-05,0.000593013,0,1,3,3,1,1,2,0,4
0.333415718,0.249968439,0.334982091,0.999926567,0.666613824,7.96E-05,0,3,4,3,1,3,2,0,5
2.01E-05,0.718320189,9.56E-05,0.333355798,0.597076577,0,0,5,4,10,3,5,0,0,5
0.000198487,0.666605091,0.392216077,0.073169231,0.295043281,0.330774798,0.761776119,2,3,5,3,7,6,2,7
0.9999578,0,0.544166859,0.99992013,2.03E-05,0.999972582,0.999891162,1,0,6,1,1,1,4,7
0.166631757,0.639905315,0.283896977,0.500038978,0.666657624,0.989254832,0,6,4,3,2,3,2,0,6
2.94E-05,0.070766099,8.66E-05,0.999876857,0.603092312,0.200041817,0,4,6,9,1,4,5,0,6
0.999982715,0.479957285,0.245377259,0.999857068,2.49E-05,0,0,1,8,10,1,3,0,0,8
0.66646223,0,0.251010186,0.999937057,0.665912173,0.646435425,0,3,0,4,1,3,2,0,7
0.746465551,0.666640063,0.182275151,0.620235696,0.527803546,0.50000511,0.181405008,4,3,11,2,6,2,1,7
0.111927662,0.000565943,0.286441665,0.418276824,0.100237919,3.78E-05,0.63848263,9,3,7,6,10,1,1,3
0.143419529,0.248562147,9.57E-05,0.215989477,0.443597792,0.333455933,0.00415407,14,8,4,2,5,3,2,4
0.200416787,0.333596679,0.000902227,0.597832988,0.599637139,0,0,5,3,6,5,5,0,0,4
2.06E-05,0.553198972,0.000244268,0.406966119,0.500008007,0.999901891,0,2,4,3,5,2,1,0,3
0.179123413,0.855839225,0.40671151,0.799948359,0.751827175,0,0.487387332,16,7,10,5,8,0,2,9
0.555026647,0,0.999962509,0.999322653,0.999308705,0,0,2,0,2,1,1,0,0,7
0.154359228,0.643099679,0.381846487,0.333371375,0.999982357,0,0.001041338,12,3,8,3,1,0,2,8
1.15E-05,5.03E-05,3.27E-05,0.000122269,2.97E-05,0,0,1,2,1,1,2,0,0,5
0.000133713,0.499997511,0.333340394,0.999937654,0.33509932,4.87E-05,0.000294301,3,2,3,1,3,1,1,3
0.026070811,0.625753065,0.173641829,0.000280546,0.00051645,0.996706665,0.347405113,6,3,5,1,3,1,3,4
0,0.999939382,0.208140949,0.99992156,0.333346723,0,0,0,2,3,1,3,0,0,5
4.20E-05,0.974241436,0.002558934,0.409726503,0.746816953,0.333350721,0,2,2,7,2,4,3,0,5
0.000207212,0.988720685,0.111960961,0.02857299,0.157138444,6.00E-05,0.001207005,4,2,9,3,6,1,2,3
0.199518464,0,0,0.642362833,0.34142842,0,0,5,0,0,1,3,0,0,5
0.081931332,0.81120266,0.052992349,0.540462643,0.505153341,0.000285825,0.024809053,6,4,4,2,4,2,2,4
0.67922672,0.881614864,0.336851338,0.999901652,0.003215083,0,0,4,2,9,1,1,0,0,6
0.222429845,0.333346683,0.142897139,0.627356691,0.62032467,0.499987813,0.111628326,9,3,7,8,8,2,3,7
1.72E-05,0.599943345,4.15E-05,7.99E-05,3.24E-05,6.89E-05,0,10,5,9,1,1,1,0,3
1.49E-05,0,2.23E-05,0.999914765,0.999976158,4.64E-05,0,3,0,3,1,1,2,0,4
0.000442604,0.496736487,2.20E-05,0.996994436,2.09E-05,3.79E-05,0.01383351,7,6,6,2,2,2,1,3
1.71E-05,0.591689073,0.333014751,7.77E-05,0.941664934,0,0.998174787,6,3,3,1,2,0,1,7
0.000100663,0.992214143,0.283499181,0.9991225,0.672916679,0,0,3,3,7,2,6,0,0,9
0.054157338,0.473995447,0.102707158,0.499996295,0.480747378,0.714495988,0.000391367,19,2,20,2,4,4,1,4
1.10E-05,0,0.003655298,0.999933839,0.647514999,0,0,1,0,2,1,2,0,0,4
0.499110385,0.335052691,3.67E-05,0.000830447,2.56E-05,0,0,2,3,1,1,1,0,0,3
0.000756442,0.66662709,0.39689353,0.999725997,0.089016259,0,0,8,3,5,1,1,0,0,2
2.30E-05,0.99889189,0.077049207,0.617264926,2.33E-05,0,0,2,1,2,1,3,0,0,4
0.00052511,0.999939263,1.96E-05,0.500010838,0.200147891,0,0,5,2,2,2,5,0,0,4
1.95E-05,0.761241077,0.112308747,0.999832869,0.230482477,0.499939857,0,8,7,8,1,5,2,0,6
0.184029931,0.509914477,0.201462624,8.79E-05,0.368737061,3.50E-05,0,4,6,4,1,3,1,0,7
0.157266359,0,0.999974251,0.999934793,0.500003187,5.45E-05,0,2,0,1,1,2,1,0,3
1.76E-05,0.003471949,0.207239934,0.00012354,0.000254713,0,0,2,1,4,1,1,0,0,6
0.333396645,0.333345906,0.999974728,0.999124944,0.99997288,0.418736756,0.442257464,3,3,1,1,2,1,1,7
0.000101148,0.748261991,0.001180235,0.000604745,0.499099141,0.065557616,0,3,4,7,1,2,3,0,6
0.278525198,5.43E-05,0.020428725,0.666634834,0.166778976,0.500016274,0,10,1,6,3,6,2,0,6
2.10E-05,0.000122346,1.98E-05,8.03E-05,3.20E-05,0,0,9,3,4,2,2,0,0,4
0.144526283,0.262579348,6.19E-05,0.66668667,0.499525936,0.999957681,0,7,4,3,3,4,1,0,7
1.15E-05,0.503105175,0.003174101,0.999920487,0.494776838,0,0,2,2,4,1,2,0,0,5
0.666594597,0.499993439,0.500000895,0.666738583,0.749745562,0.499778439,0,3,2,2,3,4,2,0,4
6.82E-05,0,9.17E-05,0.556836463,0.328114239,0.001827375,0,2,0,3,3,3,4,0,5
0.999870181,0.985866984,0.447386974,0.999818921,0.430423822,0,0,3,6,9,4,7,0,0,5
4.80E-05,0.828896844,0.181060651,0.005771654,0.333072209,0,0,1,5,6,1,6,0,0,4
0.972593993,0.999797153,0.50145611,8.29E-05,0.797257494,0.016451802,0,2,5,6,1,5,1,0,9
5.79E-05,0,0,7.27E-05,2.83E-05,0,0,1,0,0,1,1,0,0,4
0.498714563,0.493370954,0.183315951,0.99992013,0.337484058,0.666380142,0.135995035,6,9,13,1,15,3,2,8
0.999982119,0.49992808,0.401927683,0.476325527,0.399997912,4.50E-05,0.662005329,1,2,5,3,5,1,3,7
0.999985337,0.999925733,0.610315386,0.317951143,0.584387787,0,0.999866247,1,1,3,1,5,0,1,9
1.09E-05,0.271326694,4.39E-05,0.999915123,0.305603441,0,0.000359507,1,4,3,1,2,0,1,6
0,0,0.49613866,0.999174714,0.200567142,0,0.500117401,0,0,4,2,5,0,2,6
2.42E-05,0.001310598,0.025315479,0.000149797,0.158530425,0.000588527,0,2,4,3,1,8,1,0,7
1.52E-05,0.87310636,4.75E-05,0.00323865,0.655071754,4.75E-05,0.500108196,6,1,3,1,3,1,2,5
1.32E-05,3.94E-05,0.000428595,0.000122861,0.171634751,0.002937347,0,2,1,2,2,4,1,0,3
0.330576693,3.52E-05,0.231168707,0.666635244,0.400436921,5.85E-05,0.999906421,3,1,7,3,5,1,1,3
5.38E-05,0.449665341,0.333860023,0.999879479,0.32298864,0,0.000361118,1,5,5,1,3,0,1,5
0.011537381,0.496846487,5.52E-05,0.666713326,0.455860506,0,0,1,2,1,3,9,0,0,5
0.264988086,0.301994448,0.130283366,0.999933362,0.661732963,0,0,4,5,8,1,3,0,0,5
0.347262015,0.563089574,0,0.00013109,0.500006441,0,0,5,5,0,1,2,0,0,7
0.189288975,0,0.333362595,0.999800265,0.243518803,0,0.999916315,5,0,3,1,4,0,1,7
0.999982476,0.10994489,0.546763524,0.000101128,0.008639463,4.84E-05,0,1,2,9,2,6,2,0,5
0.203334346,0.565029923,0.139271765,0.500054153,0.252117902,0.961932659,0.907196045,4,6,8,2,8,1,1,5
1.44E-05,0,0.182953675,0.499968818,2.64E-05,6.71E-05,0,1,0,6,2,7,1,0,5
0.036311236,0.506659373,0.220641567,0.483949482,0.818482755,0.294112344,0.286565232,9,6,22,9,12,6,4,3
1.71E-05,0,0.227258495,0.66662697,0.410504941,4.57E-05,0,5,0,5,3,8,1,0,3
0,5.02E-05,0,0.999611795,0.497185259,0,0,0,1,0,1,2,0,0,6
0.333314633,0.722409876,7.59E-05,0.501032946,0.347130574,3.51E-05,0,3,6,8,2,9,1,0,5
0.999843299,0.508924508,0.048348876,0.526138771,0.332223907,0,0.000308858,2,4,8,4,6,0,1,5
0.990558296,0.999810815,0.542037087,0.999922991,0.333388122,0,0,2,2,5,1,3,0,0,7
0.042518261,0,0.076642846,0.50006269,0.333521358,0.399984739,0,3,0,5,2,6,5,0,7
0.2099162,0.999897599,0.471788655,0.999684215,0.706351973,0.999970913,0,5,1,4,1,7,1,0,5
2.64E-05,0.332071671,0.142867629,0.000135261,0.293064577,0,0.000409063,5,6,15,2,13,0,2,4
2.02E-05,0.378721709,0.012477506,0.505685344,0.749762193,0,0,1,3,2,2,4,0,0,6
0.500014435,0.665820265,0.394635576,0.999931455,0.999755144,0,0,2,6,10,2,2,0,0,8
0.234296249,0.551110568,0.375474634,0.500126926,0.16904022,0.999831915,0,11,12,16,2,4,1,0,7
0.244493316,0.581100039,0.426789149,0.001457856,0.999330282,0,0,4,2,7,1,1,0,0,9
2.24E-05,0.327368447,0,0.999929309,0.331712465,0,0,1,3,0,1,3,0,0,4
0,0.715660036,0.000861678,0.499984509,0.020161124,0,0,0,1,4,2,2,0,0,4
0.000409088,0.847499561,0.500005915,0.934351295,0.289943353,0.93450892,0.000847221,1,6,4,2,4,1,1,8
0.333369163,0.575164822,0.286488043,0.999730527,0.342878824,0,0,6,5,7,1,3,0,0,7
0.272216823,0.483196176,0.299378716,0.004945352,0.999925256,6.17E-05,0,11,7,10,2,2,1,0,8
0.574125691,0.000152244,0.329701781,0.999920726,0.999979436,0,0.000346619,4,1,3,1,2,0,2,6
0.246501011,0.829778306,0.000328625,0.568129413,0.500000823,0,0,4,4,6,2,2,0,0,5
0.195792739,0.995600343,7.48E-05,0.999903202,0.991045743,3.47E-05,0,5,1,6,1,2,1,0,5
0.00181364,0.800676644,0.199745451,0.062167052,0.168161771,0,0,5,2,5,1,12,0,0,4
0.189383195,0.538276845,0.027671534,0.999908566,0.444418964,0.332623867,0.168483734,6,9,8,2,9,3,1,5
5.25E-05,0.500494331,0.199010783,0.155549682,0.004078865,0,0,5,4,5,2,7,0,0,4
1.74E-05,0.500015537,0.198849511,0.997710605,0.626978836,0,0,4,2,4,3,10,0,0,4
0.499997663,0,0.499997064,8.58E-05,0.000248344,0,0,2,0,2,2,1,0,0,8
0.986751169,0.399823823,0.181460605,0.00129996,0.250341167,0.998121679,0.002638834,2,5,11,3,7,1,3,7
1.90E-05,0.000190691,0.113701677,0.001334329,0.354223288,0,0,2,1,7,2,2,0,0,4
0.214128233,0.617518346,0.169617116,0.333427137,0.208124231,0.000222837,0.501605564,14,10,16,3,6,1,2,4
0.999956608,0.749963745,0.499850137,0.541101281,0.66657894,0,0,1,4,4,2,6,0,0,7
0.499852686,3.76E-05,0.200027216,0.962598503,2.00E-05,0.999965668,0,2,1,5,1,3,1,0,7
5.65E-05,0.995560408,5.78E-05,0.991345942,0.869668186,0,0,2,1,2,1,1,0,0,6
0.494103037,0.000229567,0.166683523,0.50062593,0.399610518,0,0,4,3,6,2,5,0,0,6
0.333339477,0.250529237,0.245041661,0.3333576,0.495220667,0,0,3,4,4,3,14,0,0,5
0.499998655,0,0.167164239,7.87E-05,0.500003791,0.007492853,0,2,0,6,1,2,2,0,5
4.26E-05,0,0.512403755,0.999607623,0.999984503,0.971031964,0,1,0,4,1,1,1,0,6
7.04E-05,0.499997948,0,0.999625683,0.665777695,0,0.999887943,1,2,0,1,3,0,1,6
1.54E-05,0.33336476,4.86E-05,8.20E-05,0.999981642,0,0,4,3,3,1,1,0,0,6
0,0.999948025,0.872511685,0.999907076,0.999887109,0,0,0,3,2,2,1,0,0,7
0.500004033,0.999710262,0.331158193,0.999936819,0.200097843,3.72E-05,0,2,1,6,1,5,1,0,8
0.332206543,0.499887301,2.19E-05,8.38E-05,0.392418947,0,0,3,2,4,1,7,0,0,3
0,0,0,9.20E-05,1.98E-05,4.88E-05,0.996282876,0,0,0,1,1,1,1,1
0.000166602,0,2.07E-05,7.41E-05,2.07E-05,0.000394663,0,1,0,1,1,1,1,0,3
0.250268804,0.624514712,0.201392367,0.500996927,0.261463981,0,0,4,8,10,4,4,0,0,4
0,0.998891145,0.608962417,0.999932289,0.499743228,0,0,0,2,1,1,2,0,0,5
0.42073419,0,0.27884012,0.988312542,0.598384505,0,0,3,0,5,2,5,0,0,6
1.15E-05,0.338305182,0.277441499,0.002614188,0.333130165,3.31E-05,0.500349783,1,6,7,1,3,1,2,5
0.017784745,0.399962231,0.529620258,0.999927878,0.666667003,0,0,5,5,2,1,3,0,0,7
0.499998919,0.000109737,0.090485932,0.000101154,0.666592349,4.95E-05,0,2,2,5,1,3,1,0,5
0.197903655,0.578742933,0.230936738,0.999932766,0.999983788,0,0.500059901,5,7,5,1,1,0,2,5
0.999978304,0.499254602,0.104808533,0.999931216,0.999981761,0.500111634,0,1,2,8,1,2,2,0,7
0.100008351,0.9933891,0.000850939,0.500079932,0.012193162,0.00015526,0,10,4,19,2,12,3,0,5
0.500645511,0.664160058,0.313737286,0.999878561,0.666739113,0,0.999904394,4,2,3,5,6,0,1,6
0.001502827,0,8.00E-05,0.998890221,0.212787662,0.103774361,0.337788999,4,0,2,1,7,1,1,4
2.07E-05,0.499949066,0.10941482,0.999929905,0.753869533,0.950710058,0,4,2,9,1,4,1,0,6
0,0.999031305,0,0.999859571,0.279081119,5.46E-05,0.999634266,0,1,0,1,2,2,1,6
0.333365812,0.999943376,0.981026202,0.999850392,0.611972317,4.52E-05,0,3,1,2,1,2,1,0,8
0.499995352,0,0.368785878,0.999890804,0.333346973,0.942005515,0,2,0,8,1,3,1,0,6
0.001520594,0.534722097,0.227939061,0.000143029,0.6943308,3.66E-05,0.673276544,4,2,8,1,10,1,1,5
0.499981714,0.999943018,1.94E-05,0.999902248,0.333342187,4.73E-05,0,2,1,2,1,3,1,0,8
0.999984145,0.999784529,0.328323549,0.913829048,0.171636319,0.500008012,0,1,1,6,3,4,2,0,5
0.006830347,0.449600166,0.285708183,0.73119773,0.999970615,0.995387614,0.988042116,2,3,7,2,2,1,1,7
0.499855889,0.999940693,0.233602289,0.999916375,0.666675701,0,0,2,2,8,2,3,0,0,7
0.983097871,0.999950349,0.270858275,0.999898851,0.953715784,0.992564768,0.674414327,3,2,5,2,7,2,3,7
0.238629893,0.840368927,0.135024443,0.999741137,0.319292165,0,0,4,1,1,1,10,0,0,8
0.333339042,0.998853266,0.400002925,0.999928117,0.285739658,0,0,3,2,5,1,7,0,0,6
0.081032737,0.506544279,0.001007469,0.992825091,0.218140731,0.007751535,0.001114918,13,8,26,2,16,2,1,6
0.3612281,0.748820127,0.077234359,0.010128853,0.999934673,0.008332136,0.339388719,5,4,13,1,2,2,3,7
0.575431256,0.045714308,0.192078987,0.999918818,2.08E-05,0,0,6,6,8,1,3,0,0,4
2.16E-05,0.965364426,0.143641837,6.39E-05,0.33316372,5.33E-05,0,3,2,7,1,3,1,0,4
0,0.996638894,0.249464592,7.20E-05,0.000791619,0,0,0,1,4,1,1,0,0,6
0.505104196,0.500518934,0.381544569,0.979021907,0.570576039,0.45134595,0,4,4,8,2,7,1,0,5
2.25E-05,0.995728076,0.078005646,0.002460705,0.246334539,0,0,3,5,17,1,4,0,0,7
2.16E-05,0.995885074,0.333756919,0.013005597,0.49986944,0,0,4,1,3,1,2,0,0,4
3.31E-05,0.500000263,0.189430548,0.999891281,0.500007407,0,0.000280874,1,2,9,1,4,0,1,6
0.40005789,0.807263707,0.999972105,0.667168365,0.998913229,0.999899507,0,10,5,1,3,5,1,0,7
0.111113482,0.833109911,0.221879856,0.999910593,0.539656815,0.001229428,0,18,12,18,1,11,1,0,7
1.30E-05,0.988896132,0.1594676,0.999922395,0.915723115,0,0,2,1,7,1,2,0,0,6
1.74E-05,0.499756477,0.474823574,0.000226391,0.49582897,0,0.245828984,2,2,3,1,2,0,3,6
0.999971151,0.999938667,0.326442535,0.058620412,0.999186933,0,0.999708593,1,2,3,1,2,0,1,6
0.250175102,0.958752394,0.125962537,0.749935053,0.49995274,0.999963164,0.999911904,4,2,8,4,2,3,1,6
1.35E-05,5.45E-05,0.083373782,0.500010233,0.375003556,5.37E-05,0.33587817,2,4,12,2,8,1,3,6
0.333337495,3.91E-05,0.000593438,0.666828145,0.333341377,0,0,3,2,10,3,6,0,0,5
0,0.999953151,3.40E-05,0.999937773,0.002249513,0,0,0,1,3,1,2,0,0,5
0,0,0.000229606,0.000107592,0.666653658,0,0,0,0,3,1,3,0,0,7
2.97E-05,0.999333948,3.08E-05,0.001918784,0.508969513,0,0,4,2,7,1,9,0,0,5
1.67E-05,0.605954338,0.112186806,0.041564084,0.000424007,0,0,9,3,9,2,1,0,0,6
0.333336767,0.999897718,0,8.14E-05,0.919029415,0,0,3,1,0,1,2,0,0,6
2.05E-05,0.999700665,0.999943018,0.999927521,0.999861717,0,0,3,1,1,1,3,0,0,5
0.379085349,0.999681115,0.001305024,0.999938607,0.200021021,0.000364883,0,5,1,4,1,5,2,0,5
0.333324507,0.334036387,0.125079085,0.999923706,0.250022037,0.002211557,0,3,3,8,1,4,3,0,6
0.138066035,0.999533772,0.001727097,0.000479802,0.502444886,0,0.999452055,6,1,5,1,6,0,1,5
0,0.999932528,0.499936218,0.99993217,0.999906758,0,0,0,1,2,1,3,0,0,6
0.99979192,0.998732666,0.372610324,0.000223282,0.29977958,4.25E-05,0.049037631,1,3,8,1,13,1,3,5
0.249946649,0.533376127,0.332217814,0.999903599,0.330501485,0.665051487,0.999898076,4,6,15,3,3,3,1,4
0,0,0.999966264,0.999883771,0.501300702,0.459738902,0,0,0,1,1,2,2,0,6
1.32E-05,0.406990787,0.061506312,7.19E-05,0.442047595,0.261244301,0,1,2,7,1,2,3,0,5
0.166984135,0.991922468,0.285419317,0.356104129,0.500003814,0,0,6,2,7,3,2,0,0,5
0.177510622,0.530694966,0.274167081,0.999941707,0.65041357,4.41E-05,0,6,5,8,1,3,1,0,6
0.196189995,0.999937236,0.166686866,0.500127722,0.197838102,0,0.999890566,5,2,6,2,4,0,1,5
0.999984026,0.959444761,0.254747093,0.999928832,0.499991461,0,0.999888062,1,1,4,1,2,0,1,7
0.00069313,0.500763069,0.332390671,0.015035113,0.749736639,6.19E-05,0,2,2,9,1,4,1,0,7
0.196067318,0.604613278,0.007171036,0.334770344,0.429767273,0.008465613,0.000982169,15,9,15,3,7,2,4,6
0.334275549,0.999953508,0.224113009,0.999932408,0.496563734,3.80E-05,0,3,1,9,1,6,1,0,6
0.000141302,0.991970539,0.015462802,0.000208484,0.000443547,0.500002711,0,7,1,4,1,1,2,0,4
7.19E-05,3.99E-05,2.37E-05,0.856253982,0.666654634,0,0.002969101,3,1,1,1,3,0,1,4
0.662476188,0.42390539,0.245022498,0.999685526,2.21E-05,0,0,3,5,4,1,1,0,0,4
1.25E-05,0.47793425,0.004769682,0.99992156,0.500004947,0.850074708,0,1,6,7,2,4,1,0,5
1.52E-05,0.712979276,1.99E-05,0.15980716,0.250012829,0,0,2,5,3,1,4,0,0,3
3.51E-05,0.970919907,0.002597766,0.999935269,0.998767734,0,0,5,1,6,1,1,0,0,3
9.16E-05,0.705168219,0.000430087,0.746054406,0.745895393,0.000247324,0,8,7,5,4,8,1,0,4
0.025547164,0,0.250014844,0.499979212,0.499838471,0.000101191,0.625515401,3,0,8,2,8,1,1,4
0,0.034955713,0.392101602,0.00061298,0.998807967,0,0,0,2,6,2,2,0,0,4
0.333335242,0.999423862,4.51E-05,0.999934435,0.999635518,0.475950986,0,3,1,2,1,2,1,0,7
0.30499134,0.999945402,2.13E-05,0.937980354,0.394597213,5.79E-05,0,3,1,4,2,5,2,0,5
0.494745645,0.499356343,0.003049169,0.999925733,0.375006765,0,0.999885976,4,2,3,1,8,0,2,8
1.35E-05,0.999867558,2.05E-05,0.499999103,0.500006262,0,0,1,1,1,2,2,0,0,3
0.999984384,3.57E-05,0.436782331,0.641179039,0.499998578,0,0,1,1,4,3,2,0,0,5
1.67E-05,0.059139594,0.001362349,0.333382993,0.646313317,0,0,2,2,4,3,3,0,0,4
0.793667227,0.995122385,0.403434877,9.26E-05,0.999979496,0,0.999913692,2,5,9,1,2,0,1,9
0.135233817,0,0.200011749,0.999933362,0.666418272,5.33E-05,0.000693594,7,0,5,1,3,1,1,8
0.99998343,0.511648752,0.145473761,8.34E-05,0.500157497,0,0,1,3,7,1,2,0,0,7
2.09E-05,0.00553046,4.57E-05,8.65E-05,2.65E-05,0,0,7,3,7,1,1,0,0,5
0.002421052,4.04E-05,4.95E-05,0.576564716,0.250453112,0.006682917,0.01210834,7,2,3,3,4,1,1,4
2.34E-05,0.666322028,4.84E-05,0.976749986,0.599853354,0.999967813,0.359438352,4,3,5,2,5,1,4,6
0.749918206,0,0.133625202,0.60008361,0.444905272,0,0,4,0,8,5,7,0,0,4
0,0.33420506,0.020534255,0.9999367,0.666659545,0,0,0,3,6,1,3,0,0,4
0.999958754,4.40E-05,2.61E-05,0.499999187,0.499892478,0,0,1,1,2,2,6,0,0,8
0.148174753,0.494729552,0.428572435,0.9999336,0.692986061,0.000338411,0,11,4,7,1,6,3,0,7
